22,0.8
21,0.8
15,0.8
16,0.8
20,0.8
17,0.8
18,0.8
19,0.8
112,0.8
30,0.8
29,0.8
24,0.8
23,0.8
25,0.8
28,0.8
27,0.8
26,0.8
104,0.8
35,0.6000000000000001
34,0.6000000000000001
31,0.6000000000000001
32,0.6000000000000001
33,0.6000000000000001
103,0.6000000000000001
95,0.6000000000000001
54,0.5000000000000001
53,0.5000000000000001
40,0.5000000000000001
36,0.5000000000000001
39,0.5000000000000001
38,0.5000000000000001
37,0.5000000000000001
41,0.5000000000000001
42,0.5000000000000001
43,0.5000000000000001
50,0.5000000000000001
44,0.5000000000000001
49,0.5000000000000001
48,0.5000000000000001
45,0.5000000000000001
46,0.5000000000000001
47,0.5000000000000001
51,0.5000000000000001
52,0.5000000000000001
94,0.5000000000000001
93,0.5000000000000001
66,0.40000000000000013
65,0.40000000000000013
56,0.40000000000000013
55,0.40000000000000013
57,0.40000000000000013
64,0.40000000000000013
63,0.40000000000000013
62,0.40000000000000013
58,0.40000000000000013
61,0.40000000000000013
60,0.40000000000000013
59,0.40000000000000013
81,0.40000000000000013
80,0.40000000000000013
71,0.40000000000000013
67,0.40000000000000013
70,0.40000000000000013
69,0.40000000000000013
68,0.40000000000000013
72,0.40000000000000013
79,0.40000000000000013
73,0.40000000000000013
78,0.40000000000000013
77,0.40000000000000013
74,0.40000000000000013
75,0.40000000000000013
76,0.40000000000000013
92,0.40000000000000013
91,0.40000000000000013
88,0.40000000000000013
82,0.40000000000000013
87,0.40000000000000013
86,0.40000000000000013
83,0.40000000000000013
84,0.40000000000000013
85,0.40000000000000013
89,0.40000000000000013
90,0.40000000000000013
102,0.6000000000000001
101,0.6000000000000001
96,0.6000000000000001
97,0.6000000000000001
98,0.6000000000000001
99,0.6000000000000001
100,0.6000000000000001
111,0.8
110,0.8
105,0.8
106,0.8
107,0.8
108,0.8
109,0.8
14,0.8
13,0.8
8,0.8
7,0.8
9,0.8
12,0.8
11,0.8
10,0.8
113,0.8
